displacement,heading_change
1.260709032667855389e+00,-1.935129517721723591e+00
1.048051371833584655e+00,2.826576520916904922e+00
1.343803709356885978e+00,1.133487241914270527e+00
1.287307477366551156e+00,1.017630110724269787e+00
7.319119836448021443e-01,-2.245257046468031870e-01
1.232463132465504208e+00,-1.707250170271475298e+00
1.230329171003510913e+00,-2.057140503564236056e+00
9.247549581235783300e-01,2.736407130920820219e+00
1.187432316411631827e+00,1.207498933106856187e+00
1.235748434971694731e+00,1.090596960035157270e+00
7.195281847982184509e-01,-1.781273135571543043e-01
1.184078448467965172e+00,-1.687232427948112123e+00
1.273534062189818794e+00,-1.969780320488092151e+00
9.828359879799414278e-01,-3.058207311203209766e+00
1.169085048838305774e+00,1.271816148655428025e+00
1.247241881065084046e+00,1.048339987724655087e+00
9.842892021173486050e-01,4.031685925270123705e-01
1.238949983367368279e+00,-1.636629232388534305e+00
1.257290752712230786e+00,-2.087128988265147367e+00
1.030088070946558743e+00,-2.982836711224438275e+00
1.194614594925108131e+00,1.300927170279720047e+00
1.292492939864372303e+00,1.008374896092267159e+00
1.012173165297620470e+00,3.801811341477354667e-01
1.217753364351608303e+00,-1.653416046643278348e+00
1.286151265199837246e+00,-1.977897186813721842e+00
1.162550472439464189e+00,-2.679850395582191513e+00
1.173304212592036988e+00,1.420420955490417469e+00
1.278418737265356819e+00,1.038593514876620105e+00
1.136979899928800553e+00,8.736495910462421799e-01
1.067024135302018006e+00,-1.538552772922894718e+00
1.282261767282127929e+00,-1.834802716487644147e+00
9.235256524713071347e-01,-2.189050015770016788e+00
1.092366769790609426e+00,1.848463613607780998e+00
2.028919107373167163e-01,8.086557627357473521e-01
