displacement,heading_change
1.361859432231545819e+00,-1.518398826011119369e-02
1.400416174728902119e+00,1.368966439829313098e+00
1.473084824449885755e+00,2.595588745977419620e+00
1.481770492409395512e+00,-2.768508164137952754e+00
1.417966774950408571e+00,-1.787533074242571907e+00
1.495058813409755549e+00,-9.046798044274396711e-01
1.492254192058775519e+00,-4.211522980262657340e-02
1.412116800102982017e+00,8.037137024942134778e-01
1.435118241733269295e+00,1.715188489255290882e+00
1.441005348646795081e+00,2.599723556523275914e+00
1.549162861147675763e+00,-2.942658453847641464e+00
1.498138221566511108e+00,-1.849155911772378591e+00
1.530693586428802933e+00,-1.022749733211036904e+00
1.418034020777220183e+00,-1.743678407977063971e-01
1.504677269258241967e+00,7.285408438697793532e-01
1.472319980771469528e+00,1.636993674248635511e+00
1.504503553434818564e+00,2.571287126429485870e+00
1.475571880271335123e+00,-2.878109793902578595e+00
1.481337049880242063e+00,-1.888083691208418458e+00
1.609085658250462236e+00,-9.168809658511213323e-01
1.602980988985371225e+00,1.059561713662077465e-01
1.396535683296805663e+00,1.232262687006729029e+00
1.309247185398378255e+00,2.701818771444605805e+00
1.293388332810943453e+00,-2.105138978715765052e+00
