displacement,heading_change
1.537051071118387569e+00,2.721964925769333465e+00
1.591273996811152225e+00,8.284194846663446299e-01
1.443750050481583669e+00,-4.395915458608413706e-01
1.560018025797559549e+00,-1.665395022425007587e+00
1.525168433579403571e+00,-2.740631046275215255e+00
1.741823067881571596e+00,2.357794397720405222e+00
1.719469200045830704e+00,1.153687805111345943e+00
1.664540491829427316e+00,-8.340391212691737610e-02
1.716391265461616911e+00,-1.299932477400694841e+00
1.664957484691170109e+00,-2.538382354700597698e+00
1.586164400922576156e+00,2.538060745147592279e+00
1.711856699947416738e+00,1.076324048070492534e+00
1.502171007308935824e+00,-2.560154510815473294e-01
1.301661094359566784e+00,-2.074315409432234247e+00
