strideIndex,timestamp
4.140000000000000000e+02,2.074978470000000019e+00
6.490000000000000000e+02,3.249984109000000121e+00
8.240000000000000000e+02,4.124936811000000425e+00
1.024000000000000000e+03,5.124948923999999906e+00
1.229000000000000000e+03,6.149949539999999715e+00
1.454000000000000000e+03,7.274891732999999583e+00
1.654000000000000000e+03,8.274859165000000516e+00
1.854000000000000000e+03,9.274840567000000036e+00
2.074000000000000000e+03,1.037490229199999980e+01
2.294000000000000000e+03,1.147486956600000063e+01
2.494000000000000000e+03,1.247475271000000063e+01
2.674000000000000000e+03,1.337475976500000030e+01
2.909000000000000000e+03,1.454983636200000063e+01
3.119000000000000000e+03,1.559975739100000069e+01
3.942000000000000000e+03,1.971472582899999892e+01
