strideIndex,timestamp
2.590000000000000000e+02,1.300025106000000097e+00
4.940000000000000000e+02,2.475231511000000051e+00
7.340000000000000000e+02,3.675153155999999921e+00
9.840000000000000000e+02,4.925100926999999906e+00
1.199000000000000000e+03,6.000004351000000291e+00
1.444000000000000000e+03,7.225146472999999681e+00
1.694000000000000000e+03,8.475126839999999717e+00
1.939000000000000000e+03,9.700165319999999980e+00
2.169000000000000000e+03,1.085010640399999993e+01
2.434000000000000000e+03,1.217506352400000047e+01
2.674000000000000000e+03,1.337496012499999942e+01
2.899000000000000000e+03,1.450007763400000016e+01
3.164000000000000000e+03,1.582489420599999974e+01
3.409000000000000000e+03,1.705010405599999856e+01
3.619000000000000000e+03,1.810012185100000082e+01
4.101000000000000000e+03,2.050997585600000050e+01
