displacement,heading_change
1.227871043611128643e+00,1.672424071460060224e+00
1.002028611930747770e+00,2.929533953233208532e+00
1.240140786415281582e+00,-2.145645458101899550e+00
1.240291541317785740e+00,-1.258646374090331088e+00
1.230566286732520220e+00,-3.248850002125930336e-01
1.033049467642776165e+00,5.032396193510150217e-01
1.331404029646689358e+00,1.119625899484970377e+00
1.179409747370017136e+00,2.050217421711181487e+00
1.265347436094583777e+00,2.989925472908253834e+00
1.287829591176341326e+00,-2.438262008600394548e+00
1.225642276027724575e+00,-1.353906753094835658e+00
1.277374624082933341e+00,-2.893847233103224448e-01
1.346812062465759796e+00,6.098794268247288430e-01
1.187728054651502774e+00,1.516921393669889095e+00
1.294623321165927710e+00,2.836582105975648194e+00
1.335619823016259700e+00,-2.695993549334483763e+00
1.265475186513535188e+00,-1.639849807482361310e+00
1.439382389590460942e+00,-4.955056496511053288e-01
1.340947952914609553e+00,6.115559332692042105e-01
1.212592737407308219e+00,1.356669602151866716e+00
1.035722282005639538e+00,3.020547074730535630e+00
1.339338559761415137e+00,-1.724835703272167509e+00
