displacement,heading_change
7.959833498305020072e-01,-8.214161436148190720e-01
1.195527304354514486e+00,-2.795345261471892329e+00
1.028682621383529172e+00,1.658820820610644287e+00
1.259798232007087071e+00,1.072086949290990826e-01
6.496230190071480282e-01,1.320198805017771315e+00
1.125685560334646063e+00,3.130141753059475729e+00
7.753308065877136945e-01,2.458787357498145809e+00
1.248844878535423808e+00,2.589186246529640717e-02
7.559724924037345417e-01,8.342705120711900457e-02
9.181601979682353365e-01,2.810840502552750308e+00
9.357095919736888590e-01,-2.599060682471905359e+00
1.312521622039083402e+00,-1.554333478752940589e+00
1.024146834226130398e+00,-1.893872229263051210e+00
1.095708807923664319e+00,1.874154157560380618e+00
1.158514421984711440e+00,1.451713484139644850e+00
3.118599719608765031e-01,-2.463875922588353973e+00
1.240223722127974382e+00,-1.516181720948333478e+00
1.162919875487717247e+00,-6.298052430292004900e-01
1.020277142272460580e+00,6.052952141119785079e-01
1.191293975126152427e+00,1.749156650372519328e+00
1.088670977794625294e+00,1.319044031995697752e+00
9.906665791216571204e-01,-6.532490567628207456e-01
1.205246872121642054e+00,-1.831912941548190288e+00
1.118296626461168675e+00,-2.922926548580935702e+00
1.237020707970651001e+00,2.168274562743678135e+00
8.340964400179237126e-01,-3.101289078657031517e+00
1.076225978583253307e+00,-1.008722196302298313e+00
9.131378680871623521e-01,5.518590450498873645e-01
1.204618581798188703e+00,1.275837066008431053e+00
1.071228224571790788e+00,-4.892527875613719157e-01
1.189560322506158396e+00,-1.943177295399127980e+00
1.062238826074321407e+00,2.661404654883274379e+00
1.045798921776356138e+00,2.241377664079621468e+00
9.071236517483068917e-01,-2.359933849045184218e+00
1.041082964739398431e+00,-8.497183904167376900e-01
9.632465565783819850e-01,2.115186009220683672e-01
