strideIndex,timestamp
6.290000000000000000e+02,3.150036473000000115e+00
8.840000000000000000e+02,4.425194255000000076e+00
1.109000000000000000e+03,5.549891799000000070e+00
1.359000000000000000e+03,6.800130335000000414e+00
1.594000000000000000e+03,7.975088893999999762e+00
1.859000000000000000e+03,9.299970030000000776e+00
2.094000000000000000e+03,1.047514384199999959e+01
2.314000000000000000e+03,1.157510580199999950e+01
2.569000000000000000e+03,1.285008993499999974e+01
2.809000000000000000e+03,1.405018192700000057e+01
3.044000000000000000e+03,1.522517118100000033e+01
3.284000000000000000e+03,1.642505767999999833e+01
3.504000000000000000e+03,1.752496264699999884e+01
3.734000000000000000e+03,1.867510641200000165e+01
3.974000000000000000e+03,1.987507225099999886e+01
4.204000000000000000e+03,2.102493763100000024e+01
4.434000000000000000e+03,2.217506990000000044e+01
4.669000000000000000e+03,2.335012082200000094e+01
4.919000000000000000e+03,2.460010511200000138e+01
5.154000000000000000e+03,2.577486849399999969e+01
5.384000000000000000e+03,2.692483587799999967e+01
5.634000000000000000e+03,2.817502960199999862e+01
6.489000000000000000e+03,3.244989196499999906e+01
