strideIndex,timestamp
3.840000000000000000e+02,1.925060583999999908e+00
6.690000000000000000e+02,3.350092362999999906e+00
8.840000000000000000e+02,4.424989303000000263e+00
1.149000000000000000e+03,5.750081835999999669e+00
1.389000000000000000e+03,6.949994644000000221e+00
1.639000000000000000e+03,8.200016502000000429e+00
1.864000000000000000e+03,9.325093153999999274e+00
2.099000000000000000e+03,1.050005362699999978e+01
2.324000000000000000e+03,1.162498515000000054e+01
2.626000000000000000e+03,1.313499669700000005e+01
2.849000000000000000e+03,1.424992976699999936e+01
3.084000000000000000e+03,1.542496546799999990e+01
3.319000000000000000e+03,1.659989066600000029e+01
3.579000000000000000e+03,1.789989857899999848e+01
3.804000000000000000e+03,1.902500211999999991e+01
4.044000000000000000e+03,2.022500262399999826e+01
4.274000000000000000e+03,2.137496494499999855e+01
4.519000000000000000e+03,2.259989735599999960e+01
4.764000000000000000e+03,2.382491292999999999e+01
4.999000000000000000e+03,2.499995955900000055e+01
5.219000000000000000e+03,2.610002094400000061e+01
5.499000000000000000e+03,2.749984966099999895e+01
5.744000000000000000e+03,2.872484305000000049e+01
6.039000000000000000e+03,3.019993180199999827e+01
6.554000000000000000e+03,3.277486838699999794e+01
