displacement,heading_change
4.968342988015627126e-01,1.789194487971795366e+00
5.099834539872212247e-01,1.524372923847700623e+00
3.860796383739300563e-01,1.905629441524770096e+00
3.105432259832576203e-01,2.600767127451800054e+00
3.846663331020765408e-01,-3.067807176172541617e+00
3.093934148168235310e-01,-2.716687867354731889e+00
2.249260072141006095e-01,-2.440346149338965986e+00
2.473043444677251734e-01,-1.037710581877240301e+00
5.669599803937664939e-01,-1.084091295447110886e-01
5.860261769682358901e-01,4.497056076461893731e-02
5.845357276455984685e-01,-1.106352756633713699e-02
5.622737814005053236e-01,-4.814930337396256532e-01
5.430178328453511005e-01,-1.281104697128258696e+00
4.936793689220549397e-01,-2.249822233902328161e+00
4.769804430576708443e-01,-3.033535713628912944e+00
4.838728204931880272e-01,2.613294015333130105e+00
