t,ax,ay,az,wx,wy,wz,zv
5.192134000000000159e-03,-2.324618566969999911e+00,1.823142405569999902e-01,-9.496696746599999628e+00,-4.352029412979999470e-03,-1.956481859090000025e-02,-1.128537696789999817e-03,1.000000000000000000e+00
1.004081899999999944e-02,-2.335302896459999999e+00,1.609236437369999939e-01,-9.497515661769998729e+00,9.140589274469999859e-03,1.557834912090000010e-03,1.004180638120000116e-03,1.000000000000000000e+00
1.505040199999999918e-02,-2.291425468549999955e+00,2.070148204410000026e-01,-9.516810729349998610e+00,1.415036432450000013e-02,-9.369114413859999657e-03,-5.816421471540000844e-04,1.000000000000000000e+00
2.015973600000000102e-02,-2.309683302040000275e+00,2.187280911210000012e-01,-9.541671614360000220e+00,3.218330908570000200e-03,6.305934861300000090e-03,2.323376713320000116e-03,1.000000000000000000e+00
2.507916500000000048e-02,-2.297792227109999974e+00,2.116517777930000122e-01,-9.536706100900000038e+00,-8.395718410610000793e-03,1.206558290870000071e-02,-3.326007397849999655e-03,1.000000000000000000e+00
3.018316500000000138e-02,-2.347400453750000171e+00,2.155269935240000101e-01,-9.507653024899999750e+00,7.397094275799999917e-03,1.592929475010000282e-04,8.460441604260000512e-03,1.000000000000000000e+00
3.518652199999999786e-02,-2.311575107129999918e+00,2.237353248229999869e-01,-9.524206100289999810e+00,-9.298912249510000658e-03,-3.174357116220000163e-02,-1.630500308239999935e-03,1.000000000000000000e+00
4.005553199999999786e-02,-2.283546259610000018e+00,1.795607040649999930e-01,-9.529617019430000724e+00,-2.479232382030000133e-03,-1.670594885950000066e-02,-9.306360036129999666e-03,1.000000000000000000e+00
4.518167299999999859e-02,-2.352545415429999842e+00,2.010029032070000110e-01,-9.531748186239999754e+00,3.150088014079999860e-03,6.578427739440000088e-03,1.105086784810000063e-02,1.000000000000000000e+00
5.019239400000000129e-02,-2.292781997730000132e+00,1.952041903330000161e-01,-9.516091182900000334e+00,-1.341255148870000059e-03,1.562759745869999814e-03,-9.200283093380001286e-04,1.000000000000000000e+00
5.518943999999999933e-02,-2.293559265709999906e+00,2.343187877560000132e-01,-9.517404603590000178e+00,9.046291816050000285e-04,-5.591212771830000004e-03,5.516940727829999953e-03,1.000000000000000000e+00
6.015963500000000297e-02,-2.298524779159999643e+00,2.104486856129999806e-01,-9.536801377969998939e+00,3.200372681019999881e-03,-2.753031905739999462e-03,2.060797763989999799e-03,1.000000000000000000e+00
6.518756900000000076e-02,-2.342962471309999906e+00,1.736622936760000013e-01,-9.540347672280001134e+00,7.574909832330000391e-03,-1.064342446629999890e-02,4.482817836109999864e-03,1.000000000000000000e+00
7.016593999999999609e-02,-2.282414625229999938e+00,1.808841346880000200e-01,-9.509662611160001333e+00,2.161196898670000172e-03,5.614181049170000742e-03,1.758858794349999703e-03,1.000000000000000000e+00
7.505078399999999539e-02,-2.334310670559999856e+00,2.106780373899999892e-01,-9.526142621310000891e+00,4.560841713100000430e-03,-2.010110067200000187e-03,-2.956120762970000128e-03,1.000000000000000000e+00
8.013528699999999949e-02,-2.360690143440000277e+00,1.952283018609999865e-01,-9.523708087639999320e+00,7.212020456789999465e-03,5.398525856440000020e-03,6.876169703899998736e-03,1.000000000000000000e+00
8.504709800000000153e-02,-2.339852230330000005e+00,2.250714139989999918e-01,-9.514185057020000613e+00,1.395430788399999907e-02,3.045256249609999862e-03,2.682490972800000324e-03,1.000000000000000000e+00
9.017528299999999497e-02,-2.300665590589999976e+00,1.929848337829999927e-01,-9.484774838139998110e+00,5.516566336149998986e-03,-6.227032281460000889e-04,1.061915792520000054e-02,1.000000000000000000e+00
9.501356099999999638e-02,-2.330121256039999977e+00,1.820670243299999935e-01,-9.528204230020000054e+00,-6.341211497779999755e-03,7.308041676879999788e-05,1.699684420600000058e-03,1.000000000000000000e+00
1.001910379999999962e-01,-2.324757975440000290e+00,1.749711660509999933e-01,-9.511129761099999413e+00,-7.429839111860000143e-03,7.441069930790000439e-03,5.262891761959999880e-03,1.000000000000000000e+00
1.051876380000000000e-01,-2.316628298869999991e+00,1.858358205449999745e-01,-9.498075633739999191e+00,1.900480827319999799e-03,-7.494973018770000571e-03,-1.921933842819999790e-03,1.000000000000000000e+00
1.100354800000000050e-01,-2.321891480099999683e+00,2.093505516459999993e-01,-9.519268643889999382e+00,9.446804411709999044e-03,1.186744775619999991e-02,6.553447805350000668e-03,1.000000000000000000e+00
1.150317019999999996e-01,-2.337174973950000290e+00,2.144838959460000083e-01,-9.489700019580000756e+00,1.207649940619999734e-03,-1.250905636699999914e-02,5.822556093340000224e-03,1.000000000000000000e+00
1.201939820000000048e-01,-2.341511541850000100e+00,2.096475252980000148e-01,-9.500294478829999889e+00,-3.565831575539999548e-03,-7.707039825619999181e-03,5.417621694510000793e-03,1.000000000000000000e+00
1.250537110000000118e-01,-2.322692275090000091e+00,2.213155503310000050e-01,-9.519924477450000921e+00,-4.956622142339999967e-03,-4.460986237970000594e-03,3.416012274100000030e-03,1.000000000000000000e+00
1.300373009999999940e-01,-2.308233541619999940e+00,2.390487754199999981e-01,-9.530900629499999610e+00,-1.050822157410000006e-02,1.599040813740000002e-03,-3.997236955909999959e-03,1.000000000000000000e+00
1.350124719999999945e-01,-2.331198237619999780e+00,2.225150075150000017e-01,-9.514303714960000491e+00,-7.024481426920000174e-03,8.658396545800000959e-04,3.846147796140000127e-03,1.000000000000000000e+00
