t,ax,ay,az,wx,wy,wz,zv
5.191300000000000255e-03,-2.781891940970000032e+00,2.996584894819999678e-01,-9.352643664969999548e+00,3.968967124820000150e-03,1.233493722979999915e-02,-8.478472940619999343e-03,1.000000000000000000e+00
1.016035600000000060e-02,-2.841245170429999689e+00,3.152097856889999883e-01,-9.339815163060000813e+00,3.620657604189999896e-03,-1.109199598429999947e-03,1.572886016220000072e-03,1.000000000000000000e+00
1.517369399999999972e-02,-2.821833490740000006e+00,2.780266495190000242e-01,-9.385390334800000289e+00,1.641137711700000126e-02,-8.138286881149998236e-03,-1.023460645229999980e-02,1.000000000000000000e+00
2.013436399999999835e-02,-2.854675729890000291e+00,2.982697568039999747e-01,-9.383124143430000785e+00,5.958658177409999375e-03,-1.592119457200000211e-03,-5.737172905359999228e-03,1.000000000000000000e+00
2.508426199999999953e-02,-2.879034802860000131e+00,2.423479996279999937e-01,-9.389573757959999156e+00,1.102113816889999966e-02,-8.080205880109998795e-03,5.830483045430000927e-03,1.000000000000000000e+00
3.019340699999999850e-02,-2.824908952659999528e+00,3.019980748780000113e-01,-9.359644483649999458e+00,1.792016625399999938e-02,1.520770369099999977e-03,1.315961591899999974e-03,1.000000000000000000e+00
3.508213500000000040e-02,-2.840953201750000101e+00,3.291052227140000008e-01,-9.387360173570000299e+00,1.223145052789999937e-02,-5.663829855619999763e-03,6.385460030290000463e-03,1.000000000000000000e+00
4.018316899999999775e-02,-2.826224419169999891e+00,2.672852012800000510e-01,-9.386710185229999226e+00,-7.892923429609999958e-03,-5.870279856029999438e-03,3.871177323159999688e-04,1.000000000000000000e+00
4.510275700000000026e-02,-2.828628557699999657e+00,2.351079105730000118e-01,-9.389198494910001358e+00,-1.887344755230000067e-03,8.723313920199999433e-03,1.447444781660000169e-03,1.000000000000000000e+00
5.021529599999999954e-02,-2.831754873029999953e+00,2.517453763149999912e-01,-9.406137354750001123e+00,1.690085232259999973e-02,1.368325902149999983e-03,-1.469614543019999962e-02,1.000000000000000000e+00
5.521803000000000128e-02,-2.860792751470000006e+00,2.864341931850000189e-01,-9.380368707249999716e+00,-7.922902703289999918e-03,-7.880917750300000385e-03,-1.205297000710000080e-02,1.000000000000000000e+00
6.028545099999999685e-02,-2.866328173759999931e+00,2.493976806780000000e-01,-9.393625663699999961e+00,-3.451050724830000051e-03,-2.850090339779999885e-02,4.124294500799999263e-04,1.000000000000000000e+00
6.515907499999999686e-02,-2.816165089709999680e+00,2.341100769090000144e-01,-9.371016941529999755e+00,8.378382772210000995e-03,-8.235836401580000007e-03,-9.745347313580000198e-03,1.000000000000000000e+00
7.017271199999999820e-02,-2.855386508510000088e+00,2.365620366380000172e-01,-9.370476843310001414e+00,1.003555208439999881e-02,3.981433808800000432e-03,-9.644974023099999946e-03,1.000000000000000000e+00
7.521623400000000681e-02,-2.846320573999999937e+00,2.494297563170000120e-01,-9.380009226280000334e+00,-4.222397692500000181e-03,-2.375730499630000075e-02,4.838892258699999810e-03,1.000000000000000000e+00
8.024094800000000638e-02,-2.830070865469999752e+00,2.530218077259999698e-01,-9.392111167490000412e+00,-1.958799548449999825e-04,-5.376021843399999070e-03,-7.253723684699999938e-03,1.000000000000000000e+00
8.513067000000000550e-02,-2.887223662279999825e+00,2.686270260770000085e-01,-9.379987598969998785e+00,3.539801575239999703e-03,-4.805584903810000696e-03,4.448526538909999481e-03,1.000000000000000000e+00
9.008529699999999474e-02,-2.848143113249999914e+00,3.078918273580000253e-01,-9.375691363080001395e+00,1.473856507799999917e-03,-6.778934039180000738e-03,-3.955017309640000288e-04,1.000000000000000000e+00
9.510809400000000413e-02,-2.860641944819999782e+00,2.866462832989999931e-01,-9.359811072390000319e+00,-3.687342978080000592e-04,-3.229737281800000321e-03,-2.679586410519999799e-03,1.000000000000000000e+00
1.001951170000000002e-01,-2.836628908809999849e+00,2.474043514359999807e-01,-9.350560428959999726e+00,7.248593959960000603e-03,-1.421673316510000014e-02,-7.145794574169999323e-03,1.000000000000000000e+00
1.052173879999999950e-01,-2.847240903719999938e+00,2.517648664669999703e-01,-9.400416639019999465e+00,-2.227355958889999828e-03,5.312531720849999811e-04,-1.111613400279999955e-02,1.000000000000000000e+00
1.101050769999999956e-01,-2.900065608190000255e+00,2.351607367390000092e-01,-9.404397817610000487e+00,6.563820410520000530e-03,3.524743719029999924e-03,1.135868951679999943e-04,1.000000000000000000e+00
1.151337379999999994e-01,-2.835493767300000023e+00,2.710032171560000092e-01,-9.368879929500000259e+00,1.116690039630000020e-02,1.637211302300000098e-03,-4.926354158669999641e-04,1.000000000000000000e+00
1.202373949999999969e-01,-2.867686894900000283e+00,2.648860677159999844e-01,-9.411364734010000177e+00,2.490724436939999956e-03,-2.753360429780000052e-03,-1.285704970360000178e-02,1.000000000000000000e+00
1.252170900000000031e-01,-2.860991488909999880e+00,2.840957403000000103e-01,-9.372245606539999940e+00,8.943728171289999293e-04,1.762422034519999956e-03,-5.850681103770000342e-03,1.000000000000000000e+00
1.301470570000000104e-01,-2.885340040490000035e+00,2.798705055540000042e-01,-9.319130686950000353e+00,-6.918196100739999396e-03,-4.965956788510000018e-03,3.239580430090000223e-03,1.000000000000000000e+00
1.352346050000000077e-01,-2.863317009250000211e+00,3.451747158420000461e-01,-9.326015185770000215e+00,-3.794580232349999572e-03,-9.940172545610000479e-03,8.950509130950001432e-03,1.000000000000000000e+00
1.400859670000000057e-01,-2.861365290659999783e+00,2.781206844779999798e-01,-9.386904246489999437e+00,1.125015597790000009e-02,1.550932042300000140e-02,2.049430739129999915e-03,1.000000000000000000e+00
1.451009719999999947e-01,-2.872536088490000417e+00,2.911019475340000384e-01,-9.392229240910001664e+00,-1.496567297730000065e-02,-1.215995522219999979e-03,8.871449157600000759e-03,1.000000000000000000e+00
1.502361500000000127e-01,-2.837407491970000084e+00,3.186412579749999807e-01,-9.370967841689999744e+00,3.656085114929999869e-03,-1.652747392649999911e-02,-1.960552763189999867e-03,1.000000000000000000e+00
1.551920390000000038e-01,-2.865640191499999823e+00,3.012467633209999773e-01,-9.322873380610001703e+00,8.495600195599999592e-04,1.705604419109999978e-02,-2.741939388220000079e-03,1.000000000000000000e+00
1.601988470000000053e-01,-2.839480206590000222e+00,2.709401618569999837e-01,-9.377159682069999391e+00,5.724615417420000213e-03,-1.738853007559999775e-02,-2.547763986510000189e-03,1.000000000000000000e+00
1.650590839999999948e-01,-2.853615991709999911e+00,2.697142367909999838e-01,-9.386344859050000267e+00,2.942193299530000260e-03,-4.890107549729999677e-03,-1.270276843569999965e-03,1.000000000000000000e+00
1.700252309999999989e-01,-2.853225823339999856e+00,2.474261614090000061e-01,-9.351509107989999237e+00,-1.628856360910000203e-02,-8.324564434589998979e-03,-1.545381965119999946e-03,1.000000000000000000e+00
1.751739850000000043e-01,-2.860217874190000398e+00,2.781241368110000112e-01,-9.383534477799999607e+00,3.175357822329999847e-03,2.878401614730000113e-02,-5.363804288210000798e-03,1.000000000000000000e+00
1.800901069999999993e-01,-2.874056429929999545e+00,2.509068796639999932e-01,-9.361114556200000436e+00,1.446925289929999921e-02,1.190494094039999846e-02,5.608648527410000154e-03,1.000000000000000000e+00
1.850497759999999992e-01,-2.841276150090000119e+00,2.932775562739999842e-01,-9.408277289389998188e+00,5.774209275839999912e-04,-1.418034825469999954e-02,5.638642702249999604e-03,1.000000000000000000e+00
1.901223760000000096e-01,-2.905575019260000058e+00,2.985036751579999703e-01,-9.372430315460000827e+00,1.099854428320000237e-02,-2.099249977619999791e-03,1.597490347920000123e-02,1.000000000000000000e+00
1.950090140000000083e-01,-2.824754346619999801e+00,2.627137651779999916e-01,-9.365202702299999515e+00,-7.346475962549999655e-03,6.482154130939999682e-03,9.220657870170000450e-03,1.000000000000000000e+00
1.999849589999999899e-01,-2.779759020600000241e+00,2.925513608909999785e-01,-9.337883902739999797e+00,2.650233916939999726e-03,-2.154615242030000124e-03,-1.280127791690000060e-03,1.000000000000000000e+00
2.050899790000000056e-01,-2.883805670529999698e+00,2.734644196380000003e-01,-9.377185401030001088e+00,-3.266162704679999654e-03,-9.084207005799999762e-03,7.926288526510000178e-04,1.000000000000000000e+00
2.100422829999999963e-01,-2.870416904379999856e+00,3.222882727079999787e-01,-9.364821594020000362e+00,-2.583062276239999743e-03,9.823744185269999568e-03,3.169381059709999726e-03,1.000000000000000000e+00
2.150703790000000060e-01,-2.838104242059999560e+00,2.804636674079999947e-01,-9.377163189199999138e+00,-5.036319606010000033e-03,-9.817568585280000287e-03,1.520288176829999926e-03,1.000000000000000000e+00
2.201908660000000129e-01,-2.849004990780000135e+00,2.531169751960000158e-01,-9.383587084769999365e+00,-7.062025833869999079e-04,-6.493804045020000471e-03,-3.956148400900000306e-03,1.000000000000000000e+00
