t,ax,ay,az,wx,wy,wz,zv
4.941397999999999624e-03,-2.642794143659999762e+00,3.812716459440000372e-01,-9.433509345800001000e+00,5.108559969810000899e-03,4.112767986949999836e-03,6.969264242800000779e-03,1.000000000000000000e+00
1.000773699999999919e-02,-2.577675482540000118e+00,4.012544765910000533e-01,-9.458853045899999756e+00,5.787260830399999431e-03,-8.438143879180000015e-03,-5.857301875949999905e-04,1.000000000000000000e+00
1.504280600000000058e-02,-2.574570502269999839e+00,3.463513949379999901e-01,-9.481097026409999629e+00,-4.431086592379999967e-03,6.800715811550000524e-03,-1.020647957920000140e-02,1.000000000000000000e+00
2.005467199999999908e-02,-2.660956700079999848e+00,3.957666928299999887e-01,-9.419659099630001364e+00,-8.905681781469998448e-03,-1.723968423900000199e-02,7.631226908419999448e-03,1.000000000000000000e+00
2.506254700000000099e-02,-2.613920808140000052e+00,3.813003971140000448e-01,-9.445548743160001592e+00,-1.847334671769999825e-03,1.171138975770000083e-02,-2.939858939499999987e-03,1.000000000000000000e+00
3.004238000000000047e-02,-2.544851071309999657e+00,3.666998805600000244e-01,-9.469114327669998943e+00,7.239160593600000443e-03,7.729168049989998922e-03,-3.118482790890000217e-02,1.000000000000000000e+00
3.505847899999999656e-02,-2.661536253540000008e+00,4.060552279360000183e-01,-9.460787813350000519e+00,-1.209651818499999883e-04,-4.368472844360000301e-03,-4.486680496479999308e-03,1.000000000000000000e+00
4.006365700000000252e-02,-2.586447402540000162e+00,3.501141084730000075e-01,-9.455126718849999889e+00,8.995121344920000567e-03,1.287126215170000072e-03,-3.714164253320000227e-03,1.000000000000000000e+00
4.501932899999999682e-02,-2.613697228519999971e+00,3.669062898520000227e-01,-9.449715215189998574e+00,-1.260107033890000075e-03,-7.744593545790000137e-03,-2.323483116920000043e-03,1.000000000000000000e+00
5.003643700000000305e-02,-2.582946700950000007e+00,3.918754575450000277e-01,-9.437692768969998980e+00,6.240003276619999519e-03,-5.997425876560000604e-03,-5.276822485029999911e-04,1.000000000000000000e+00
5.502757600000000165e-02,-2.603947111140000104e+00,4.025767747029999621e-01,-9.453393611450000122e+00,-7.480466272680000826e-03,-1.491884700950000045e-03,-6.870067212729999949e-03,1.000000000000000000e+00
6.000754199999999705e-02,-2.641651987889999997e+00,3.596914631029999865e-01,-9.455833990339998607e+00,1.223279279660000095e-03,2.371710492300000209e-03,1.236695051189999964e-02,1.000000000000000000e+00
6.513734999999999664e-02,-2.593692843629999967e+00,3.659898691269999893e-01,-9.427572356969999845e+00,5.621316377070000557e-03,1.283689215779999955e-02,-8.007235825060000922e-03,1.000000000000000000e+00
7.004312699999999670e-02,-2.621071264419999824e+00,4.133651490910000281e-01,-9.437229243110001775e+00,-8.719154633580000757e-03,3.805682295929999591e-03,2.423390280459999935e-03,1.000000000000000000e+00
7.502631299999999726e-02,-2.594450968519999901e+00,3.751853848330000130e-01,-9.445670908239998553e+00,-4.476174945009999697e-04,-2.274745609609999959e-03,5.666078533979999714e-03,1.000000000000000000e+00
7.997435399999999750e-02,-2.624413268320000103e+00,3.716531555859999836e-01,-9.459860177110000379e+00,-7.850641384720000865e-03,2.678593853489999975e-03,1.564225647599999701e-03,1.000000000000000000e+00
8.499469699999999406e-02,-2.592965698400000019e+00,4.243966115189999888e-01,-9.401386945349999635e+00,-1.158798229880000181e-03,-3.237517084929999425e-04,-4.633923992510000263e-03,1.000000000000000000e+00
