t,ax,ay,az,wx,wy,wz,zv
5.063287999999999990e-03,-2.518911158890000390e+00,5.107042276730000552e-01,-9.461321481839998881e+00,-5.160656874069999333e-04,3.029242390770000258e-03,1.522076874970000084e-02,1.000000000000000000e+00
1.002464999999999953e-02,-2.479553546490000038e+00,5.286962498289999868e-01,-9.454726905880001198e+00,-1.321466988880000111e-03,-4.303350578989999990e-04,7.369048427789999176e-03,1.000000000000000000e+00
1.503152999999999954e-02,-2.513265261949999996e+00,4.927524279300000698e-01,-9.474031910329999917e+00,-1.288607437159999987e-02,-5.551737733189999330e-03,4.181704949590000012e-03,1.000000000000000000e+00
2.002044299999999888e-02,-2.497984690709999622e+00,5.595262358460000307e-01,-9.447596907869998617e+00,-1.516415830700000057e-02,-2.878402825440000163e-03,2.330335322769999749e-03,1.000000000000000000e+00
2.498176599999999900e-02,-2.504883510320000006e+00,4.746258926739999606e-01,-9.497172547419999944e+00,8.041001856330000711e-03,-7.541643455619999846e-03,6.888163741680000500e-03,1.000000000000000000e+00
3.004648500000000125e-02,-2.493905896969999869e+00,4.928368182779999662e-01,-9.449911030029999992e+00,1.175339147450000024e-02,1.046206103639999840e-03,1.155714318159999955e-02,1.000000000000000000e+00
3.505753600000000025e-02,-2.491022158219999838e+00,5.724671486249999219e-01,-9.466523726649999304e+00,4.089214839040000542e-03,-2.341551473360000378e-03,3.185339272019999980e-03,1.000000000000000000e+00
4.002771699999999738e-02,-2.446360155809999881e+00,5.318646507320000660e-01,-9.468592349619999737e+00,2.468177117409999909e-04,1.058223750439999875e-02,-7.552204187959999857e-03,1.000000000000000000e+00
4.503380900000000103e-02,-2.508067108790000166e+00,5.179892701149999557e-01,-9.429789448500001114e+00,-5.717541091139999657e-03,2.026449190450000000e-03,3.961096052079999923e-03,1.000000000000000000e+00
5.003396899999999758e-02,-2.518217331399999814e+00,5.178575334939999886e-01,-9.469793542099999684e+00,-6.527750287199999592e-03,4.102715291080000215e-03,-9.910115972159998926e-03,1.000000000000000000e+00
5.503149499999999972e-02,-2.513990069100000113e+00,5.356172081989999390e-01,-9.458335159500000699e+00,-2.565720118580000139e-02,-8.178509771819999011e-03,-1.519485376779999993e-04,1.000000000000000000e+00
6.004670599999999830e-02,-2.511039110340000047e+00,5.273001923610000086e-01,-9.463781149949999971e+00,-4.035693127659999678e-03,-2.981075085700000070e-04,9.426195174459999838e-05,1.000000000000000000e+00
6.506666599999999523e-02,-2.465716159789999917e+00,5.580784481910000538e-01,-9.470681430860000916e+00,-1.100253313779999895e-02,9.186270646750000629e-03,-1.032308861610000024e-02,1.000000000000000000e+00
7.002890500000000240e-02,-2.513752168689999955e+00,5.403881489280000228e-01,-9.458266770439999860e+00,-7.519247010350000107e-03,8.166298270230000489e-03,-2.477495465429999794e-03,1.000000000000000000e+00
7.502425599999999750e-02,-2.488035543630000124e+00,5.069629222529999923e-01,-9.464533429619999438e+00,4.356543533500000301e-03,4.181569442150000204e-03,1.733416691420000023e-03,1.000000000000000000e+00
8.005176899999999485e-02,-2.503862642840000152e+00,5.283415546399999885e-01,-9.470487954110000217e+00,-7.025064900520000717e-03,-3.736482467500000146e-04,1.113149523739999890e-02,1.000000000000000000e+00
