t,ax,ay,az,wx,wy,wz,zv
4.963294000000000039e-03,-2.726318522310000159e+00,8.003233527709999739e-01,-9.367522669680001357e+00,-1.471011526880000066e-02,-2.969556860630000183e-02,-1.325737498700000142e-02,1.000000000000000000e+00
1.015740700000000024e-02,-2.623413735890000265e+00,7.156329260220000155e-01,-9.371004666570000197e+00,-1.884437352420000045e-02,-1.418524701150000039e-02,-2.385785430669999999e-02,1.000000000000000000e+00
1.506117099999999993e-02,-2.595009771440000446e+00,6.080842593209999647e-01,-9.411960361819998511e+00,-2.150905784219999967e-03,-2.811937965449999924e-02,-2.852897904809999913e-02,1.000000000000000000e+00
2.020416800000000151e-02,-2.604958626270000188e+00,5.660431434599999534e-01,-9.313256826479999972e+00,-5.573141388600000475e-03,-2.488240599630000063e-02,-1.735601574179999884e-02,1.000000000000000000e+00
2.506711999999999829e-02,-2.788090211090000103e+00,6.839024475020000216e-01,-9.385691948089998959e+00,-6.769528612489999174e-03,-3.725603222849999813e-02,-1.686792634430000007e-02,1.000000000000000000e+00
3.005164299999999941e-02,-2.674773920770000313e+00,5.433375367849999638e-01,-9.366284067789999668e+00,-2.070342004299999955e-02,-2.393270656470000354e-02,-2.038241550329999985e-02,1.000000000000000000e+00
3.519806200000000218e-02,-2.666202491780000017e+00,5.370792801079999901e-01,-9.399811658860000918e+00,-8.776965551079998762e-03,-3.292374685409999585e-02,-2.531360834840000115e-02,1.000000000000000000e+00
4.005074799999999713e-02,-2.727941155070000345e+00,6.586359042980000078e-01,-9.389944344839999957e+00,-1.427635084839999971e-02,-2.184611372649999939e-02,-1.971769891679999928e-02,1.000000000000000000e+00
4.504193000000000086e-02,-2.609106978120000253e+00,6.744903299029999522e-01,-9.442926577969998903e+00,-1.727052591740000156e-02,-7.490432821210000168e-03,-2.646255306900000340e-02,1.000000000000000000e+00
5.004293399999999725e-02,-2.762768722829999746e+00,8.278300030509999630e-01,-9.374372681699998822e+00,-1.083648577330000029e-02,-1.216911058870000055e-02,-2.548810094590000380e-02,1.000000000000000000e+00
5.501804899999999943e-02,-2.796602018849999816e+00,7.637119703409999127e-01,-9.374200247739999270e+00,-1.137235015630000054e-02,-1.512695197020000153e-02,-2.304193936290000258e-02,1.000000000000000000e+00
6.014722299999999966e-02,-2.780069986240000013e+00,7.219131753360000792e-01,-9.387455450639999199e+00,-2.907563000920000001e-02,-2.483022958039999770e-02,-2.145288512109999948e-02,1.000000000000000000e+00
6.504986699999999733e-02,-2.699288476559999594e+00,7.188925854050000064e-01,-9.432437332660001061e+00,-1.427487004549999987e-02,-2.410507760939999827e-02,-2.514820732179999865e-02,1.000000000000000000e+00
7.005280899999999367e-02,-2.741920872850000190e+00,8.121580213410000137e-01,-9.384773664209999922e+00,-1.867470331490000274e-02,-4.747656173999999576e-03,-1.786769554020000220e-02,1.000000000000000000e+00
