t,ax,ay,az,wx,wy,wz,zv
4.904341999999999903e-03,-4.222809418459999797e+00,-1.493413059610000093e-01,-8.823279598890000130e+00,-5.118334200229999673e-03,-1.022116281089999884e-02,9.264326654370000705e-03,1.000000000000000000e+00
9.960405999999999774e-03,-4.248496232900000003e+00,-1.242006998249999966e-01,-8.822215184520000975e+00,3.942576702679999844e-03,-4.772912710909999953e-03,7.897282019260000105e-03,1.000000000000000000e+00
1.503567899999999971e-02,-4.204948183069999956e+00,-1.184834820890000029e-01,-8.837377097819999250e+00,-8.070630952720000625e-03,2.273223362859999857e-03,-1.617262721990000074e-03,1.000000000000000000e+00
1.999259200000000000e-02,-4.233998920990000414e+00,-1.445232564210000015e-01,-8.826196947639999735e+00,-5.213185213509999999e-03,5.532961804420000532e-03,-7.885633967819998804e-04,1.000000000000000000e+00
2.488508999999999860e-02,-4.221745004100000642e+00,-1.216639296220000110e-01,-8.792057946669999069e+00,-3.133266000079999811e-03,5.095813889060000351e-03,-1.090823439880000143e-03,1.000000000000000000e+00
2.999673599999999954e-02,-4.249624652409999648e+00,-1.406950855680000056e-01,-8.803072092639999013e+00,-1.952776685359999907e-03,-1.032445207240000051e-02,-7.714396342639998939e-04,1.000000000000000000e+00
3.492133900000000263e-02,-4.241235594249999963e+00,-1.467895117190000098e-01,-8.818637910560001458e+00,-4.955318290739999139e-03,1.870620250699999917e-02,-2.969773486260000352e-03,1.000000000000000000e+00
3.989550800000000313e-02,-4.224784225659999670e+00,-1.580686561649999877e-01,-8.871963258030000077e+00,-1.095269713549999920e-02,-1.876990310849999859e-03,2.421182347460000030e-03,1.000000000000000000e+00
4.490842099999999698e-02,-4.228395986419999808e+00,-1.661002791900000053e-01,-8.847380020919999311e+00,-1.791587471959999595e-02,1.644239295270000104e-03,-1.969023142009999981e-03,1.000000000000000000e+00
4.991981399999999985e-02,-4.282933924549999993e+00,-1.482790013580000121e-01,-8.861028022519999325e+00,-1.065460033710000087e-02,8.884448558089999212e-03,7.545228116210001001e-03,1.000000000000000000e+00
5.492936000000000346e-02,-4.218959172769999100e+00,-1.457904085460000054e-01,-8.829008497929999422e+00,-1.213834807279999886e-02,-3.222516272219999936e-03,8.298794738950000111e-03,1.000000000000000000e+00
5.996658600000000228e-02,-4.212014760459999785e+00,-1.508410886649999838e-01,-8.866862720020000310e+00,-1.098872441799999926e-02,8.438745513559999314e-03,5.357924383130000402e-04,1.000000000000000000e+00
6.494044699999999837e-02,-4.258971157419999543e+00,-1.351909260599999940e-01,-8.851056079079999250e+00,9.657856076959998523e-03,4.795419983569999302e-03,9.545840322969999583e-03,1.000000000000000000e+00
7.002196500000000545e-02,-4.135434501869999835e+00,-1.640427621389999868e-01,-8.858754816889998551e+00,-2.502694725989999640e-03,-3.768225666139999978e-03,-1.051752455529999901e-02,1.000000000000000000e+00
7.501913999999999805e-02,-4.218252193540000583e+00,-1.077291926339999928e-01,-8.817016446839998522e+00,1.264191698279999894e-02,-1.420982368289999860e-02,4.846297204489999864e-03,1.000000000000000000e+00
7.997056499999999346e-02,-4.216483138050000079e+00,-1.378481534379999984e-01,-8.874329402639999032e+00,-3.948263358320000006e-03,-1.560128480200000112e-02,3.119471715760000711e-03,1.000000000000000000e+00
8.499277700000000546e-02,-4.255728229979999888e+00,-1.313421234119999947e-01,-8.825545790250000522e+00,-9.033886715770000214e-03,-1.062399894000000053e-02,2.002528170120000065e-03,1.000000000000000000e+00
9.000252400000000041e-02,-4.255784344080000281e+00,-1.566557754260000102e-01,-8.858013643139999616e+00,-6.345009896899999995e-03,-2.224852889779999759e-02,8.592844940719998950e-03,1.000000000000000000e+00
9.499951399999999324e-02,-4.194555383880000043e+00,-1.484086373540000059e-01,-8.854213081810001995e+00,-2.659706864510000442e-03,9.114241227509999044e-03,-1.028713304550000048e-04,1.000000000000000000e+00
9.998242200000000135e-02,-4.265386285159999957e+00,-1.292397991039999916e-01,-8.851066600479999380e+00,1.662575872609999787e-03,2.051959279920000274e-03,1.161661185320000088e-02,1.000000000000000000e+00
1.049573419999999951e-01,-4.220211803179999777e+00,-1.446343155800000058e-01,-8.839299590319999567e+00,-1.198705751450000094e-03,-4.462226759640000769e-03,5.073005333540000529e-03,1.000000000000000000e+00
1.099436520000000028e-01,-4.236897272780000279e+00,-1.684342202970000035e-01,-8.839221848910000290e+00,-3.490943927320000559e-03,-6.297198589890000940e-03,8.671539835629998166e-03,1.000000000000000000e+00
1.149472140000000059e-01,-4.235770899100000264e+00,-1.518802224540000134e-01,-8.853453787879999481e+00,-1.021073199810000089e-02,-6.513589993119999616e-03,8.151661604640000544e-03,1.000000000000000000e+00
1.199562750000000011e-01,-4.186809884319999675e+00,-1.360512783499999989e-01,-8.800628206619999006e+00,1.077427435669999975e-02,-5.668864585459999078e-03,-4.316618666050000240e-03,1.000000000000000000e+00
1.250755269999999919e-01,-4.255040539980000425e+00,-1.004408165910000011e-01,-8.819254581150000050e+00,-1.118257828060000014e-02,-1.447108760479999881e-02,5.460610613230000056e-03,1.000000000000000000e+00
1.300122160000000138e-01,-4.274328008769999521e+00,-1.485220346000000191e-01,-8.889620495279999091e+00,2.644427586349999671e-04,-6.370402872560000651e-03,9.934806264940001380e-03,1.000000000000000000e+00
