t,ax,ay,az,wx,wy,wz,zv
5.129212999999999655e-03,-2.463829030869999936e+00,9.085659268709998099e-03,-9.509445753539999657e+00,-5.377568304540000094e-03,-5.812359508129999464e-03,1.384949078780000004e-03,1.000000000000000000e+00
1.025595399999999942e-02,-2.423826252440000051e+00,6.376623273140000214e-02,-9.498949493959999657e+00,-9.196510538459998566e-03,-2.087565604599999833e-03,-1.376440376039999962e-02,1.000000000000000000e+00
1.531754500000000012e-02,-2.440400662879999683e+00,4.708079966199999605e-02,-9.492398172619999741e+00,-3.090528538449999803e-03,-1.112867053599999982e-02,-7.780347019430000968e-03,1.000000000000000000e+00
2.014101899999999959e-02,-2.535556588740000006e+00,3.891246244669999826e-02,-9.503396536500000380e+00,-1.255340641359999803e-03,-2.280027139929999887e-03,1.064503844829999858e-02,1.000000000000000000e+00
2.508656100000000028e-02,-2.490290336820000228e+00,5.715517142810000450e-02,-9.457015309069999986e+00,-1.732176728550000044e-02,-9.770601987839999322e-03,6.206886842850000731e-03,1.000000000000000000e+00
3.008031400000000036e-02,-2.445015317070000194e+00,4.031385367719999419e-02,-9.469478484810000651e+00,-2.354085678230000058e-03,2.450384199619999939e-02,-9.877937845889998500e-03,1.000000000000000000e+00
3.506883100000000170e-02,-2.505068511490000205e+00,8.913826386980000516e-02,-9.463819143869999451e+00,7.365652825680000376e-03,1.776500139390000061e-03,3.842313541100000288e-03,1.000000000000000000e+00
4.007614500000000052e-02,-2.457089201220000074e+00,7.477305390889998904e-02,-9.461073644549999884e+00,-1.484435796739999938e-02,-2.852480392899999981e-03,9.456862695520000875e-03,1.000000000000000000e+00
4.507186999999999999e-02,-2.464848144789999917e+00,4.728149616610000106e-02,-9.491985500169999312e+00,6.661032326520000164e-03,4.810851532970000051e-04,-1.540754456069999936e-04,1.000000000000000000e+00
5.007587100000000097e-02,-2.478770579419999898e+00,3.897891071239999866e-02,-9.487291204869999106e+00,4.129270091650000078e-03,4.248966928570000259e-03,-2.881886903199999878e-04,1.000000000000000000e+00
5.525472000000000022e-02,-2.459767772779999806e+00,1.287721815919999971e-02,-9.473230530820000439e+00,-5.158577579999999545e-03,8.138179779050000451e-03,-2.375480020420000019e-03,1.000000000000000000e+00
6.027966399999999669e-02,-2.471152213369999906e+00,4.246213145200000011e-02,-9.490191602490000378e+00,2.398061333219999713e-03,-1.583221252079999777e-03,2.171029569580000020e-03,1.000000000000000000e+00
6.525714400000000304e-02,-2.499184129630000140e+00,7.840084335139999028e-02,-9.478475445730000004e+00,-6.456403061750000394e-03,5.787023343150000249e-03,-6.392360664899999784e-04,1.000000000000000000e+00
7.014199200000000023e-02,-2.496932843569999783e+00,6.517458342569999730e-02,-9.485036703939998759e+00,-1.183457672599999956e-03,1.284573692829999976e-03,7.485869340599999623e-03,1.000000000000000000e+00
7.523759900000000223e-02,-2.465658292130000095e+00,4.861526095399999747e-02,-9.470839836289998814e+00,6.483657285569999380e-03,1.258146949109999885e-02,3.820694750169999817e-03,1.000000000000000000e+00
8.028354399999999835e-02,-2.488864103410000084e+00,4.640620203580000241e-02,-9.451703174139998609e+00,-4.215432330969999530e-03,-4.297852981840000371e-03,1.138496771449999841e-02,1.000000000000000000e+00
8.506037199999999521e-02,-2.434693975670000121e+00,5.947193307099999521e-02,-9.450820546090000107e+00,8.629430085419999633e-03,3.798924386500000371e-03,-4.901210777460000487e-03,1.000000000000000000e+00
9.004655799999999877e-02,-2.465631404119999814e+00,9.737202187100001127e-02,-9.469037755300000470e+00,1.920206658540000305e-02,-9.112454950809999177e-03,-4.518400412050000564e-03,1.000000000000000000e+00
9.525102400000000358e-02,-2.493710374399999985e+00,5.694309044680000154e-02,-9.477571774890000356e+00,1.272182725370000177e-02,7.133776322009999921e-03,-2.363184234130000054e-03,1.000000000000000000e+00
1.000572299999999970e-01,-2.465380936490000341e+00,5.653955571380000350e-02,-9.516298103649999618e+00,-9.220659267160000692e-04,-3.756134537979999907e-03,-4.950592294340000477e-03,1.000000000000000000e+00
1.052305220000000069e-01,-2.451205550010000067e+00,1.744892368859999807e-02,-9.490279280770000270e+00,-1.507616974410000074e-02,1.654505357150000064e-02,-5.899338051680000188e-03,1.000000000000000000e+00
1.100703239999999972e-01,-2.527798229700000121e+00,3.638012182430000463e-02,-9.515689616359999548e+00,1.406601537020000202e-02,2.818182110789999931e-05,1.524355355650000056e-02,1.000000000000000000e+00
1.152479389999999937e-01,-2.437315848609999502e+00,9.372488840720000214e-02,-9.484097961789998976e+00,-1.523155998439999943e-02,1.627040840689999990e-02,-6.181522272530000361e-03,1.000000000000000000e+00
1.202701709999999952e-01,-2.480904376579999848e+00,2.918548847929999801e-02,-9.514964809219998543e+00,3.989025019110000250e-03,3.801458515229999904e-03,1.430122647429999891e-04,1.000000000000000000e+00
1.252461360000000079e-01,-2.475287705740000010e+00,6.406318811769999566e-02,-9.479977082470000482e+00,-1.295518130059999939e-03,-9.559277445080000338e-03,-7.650336250660000337e-03,1.000000000000000000e+00
1.301085760000000036e-01,-2.453750704449999986e+00,4.120508059559999797e-02,-9.485126135790000745e+00,2.173243556170000078e-04,6.003077141939999577e-03,3.882261225949999728e-03,1.000000000000000000e+00
1.350404709999999953e-01,-2.432113749920000068e+00,4.380048565000000532e-02,-9.469011451819998371e+00,1.427341718230000153e-03,-1.190814655270000126e-04,-6.554079242050000684e-03,1.000000000000000000e+00
1.400636010000000098e-01,-2.478440909070000142e+00,5.175916217000000458e-02,-9.507522092000000313e+00,3.542004153130000506e-03,3.118553198869999498e-03,1.152260322120000208e-02,1.000000000000000000e+00
1.452716679999999927e-01,-2.477685706789999998e+00,7.690879642910000702e-02,-9.498596442739998480e+00,-4.085551481690000153e-03,4.752043634649999286e-03,1.601335592569999924e-02,1.000000000000000000e+00
1.501265910000000037e-01,-2.425280104509999646e+00,8.416524296389998883e-02,-9.469880051339998772e+00,-2.866669557989999766e-03,-1.398580614480000005e-02,1.218617986890000067e-02,1.000000000000000000e+00
1.551196119999999901e-01,-2.439172436259999799e+00,-4.487278648999999827e-04,-9.501721296760001323e+00,3.039247356359999798e-03,-1.385402027519999982e-02,-1.161649939599999860e-03,1.000000000000000000e+00
1.601389400000000074e-01,-2.437175124959999994e+00,3.987131580780000489e-02,-9.506272968719999383e+00,1.646855380390000118e-03,-3.392874728889999723e-03,-3.612058237199999682e-03,1.000000000000000000e+00
1.653020099999999992e-01,-2.445991614759999599e+00,6.889851301939999006e-02,-9.457135720580000182e+00,6.551071070130000222e-03,-1.892742514609999788e-02,-9.188730269669998993e-03,1.000000000000000000e+00
1.703084950000000042e-01,-2.488920802029999990e+00,3.671023741139999713e-02,-9.473063942080001354e+00,1.154600549489999926e-02,1.909025944770000038e-02,-2.312679309400000188e-03,1.000000000000000000e+00
1.752615829999999986e-01,-2.465740709709999923e+00,5.814844308199999812e-02,-9.461859241970000056e+00,2.997293369840000037e-03,-1.153975073249999955e-02,2.694158116360000077e-03,1.000000000000000000e+00
1.801534220000000075e-01,-2.476416125250000100e+00,4.386014341529999999e-02,-9.473014257719999165e+00,-3.722933353859999780e-03,3.820208366959999997e-03,1.419715816160000040e-03,1.000000000000000000e+00
1.852846979999999977e-01,-2.486908293169999951e+00,4.966826800509999834e-02,-9.497514492719998813e+00,-6.273433100429999954e-04,-9.374033659699999854e-03,-4.862684756520000220e-03,1.000000000000000000e+00
1.902918520000000113e-01,-2.435918110640000300e+00,6.523294428309998894e-02,-9.454507710169998802e+00,1.101583801209999984e-02,-8.539284579460000232e-03,1.478328602389999968e-03,1.000000000000000000e+00
1.952890150000000102e-01,-2.479678049649999938e+00,4.711414024259999445e-02,-9.513315288450000295e+00,9.230552823280000537e-04,1.634855289010000122e-03,-3.043477190659999668e-03,1.000000000000000000e+00
2.000699180000000132e-01,-2.552249657129999960e+00,7.945724793600000835e-02,-9.497323938590000125e+00,9.200918488200000162e-03,5.193923600020000295e-03,1.691640540960000216e-02,1.000000000000000000e+00
2.052448239999999924e-01,-2.427955461199999831e+00,2.918889514590000331e-02,-9.507138645639999552e+00,1.138202147560000077e-03,-3.415206214409999795e-03,5.406121723350000401e-03,1.000000000000000000e+00
2.102753430000000034e-01,-2.479405370190000291e+00,4.487413819690000416e-02,-9.497757069310001299e+00,-1.978882588450000049e-03,-3.347694873810000069e-03,1.387749798600000336e-04,1.000000000000000000e+00
2.153018959999999926e-01,-2.486150460540000218e+00,7.587192766200000216e-02,-9.487399341419999743e+00,-3.302603727209999993e-03,-8.694833144549999476e-03,1.020506955679999998e-03,1.000000000000000000e+00
2.203029559999999942e-01,-2.484580726999999989e+00,3.666326331430000418e-02,-9.483450311539998623e+00,1.262525934729999931e-02,9.082403965290001754e-03,-4.338470753279999770e-04,1.000000000000000000e+00
2.252569779999999966e-01,-2.432765784089999883e+00,1.349338985420000039e-02,-9.531084753889999206e+00,-6.754888687279999963e-03,2.227058168500000053e-03,-5.994522944089999278e-03,1.000000000000000000e+00
2.302851370000000009e-01,-2.500431499340000308e+00,4.960977928349999400e-02,-9.496845215160000464e+00,6.620915140960000403e-03,5.527152679859999480e-03,3.769831033419999804e-03,1.000000000000000000e+00
2.352858640000000112e-01,-2.475653031919999858e+00,4.245409427599999841e-02,-9.489138878569999491e+00,1.251202728599999994e-02,-6.362767424430000769e-03,1.305363234129999946e-02,1.000000000000000000e+00
2.402783880000000094e-01,-2.434798020570000165e+00,5.183830552049999846e-02,-9.510262915140000217e+00,6.049976684149999985e-03,-1.198913436379999906e-02,-5.766852293160000011e-03,1.000000000000000000e+00
2.452470399999999995e-01,-2.452091539069999993e+00,5.918072700549999871e-02,-9.473092583650000620e+00,1.768816495309999924e-03,-5.238826852290000974e-04,8.139510173350001212e-04,1.000000000000000000e+00
2.501118680000000150e-01,-2.484581311519999947e+00,4.256992550830000083e-02,-9.487143905359999962e+00,-7.485146634279998996e-03,-8.359903469679999879e-03,6.221022922549999598e-04,1.000000000000000000e+00
2.551010309999999781e-01,-2.488361999099999888e+00,7.237376964819999814e-02,-9.476811311910001479e+00,6.059510633350000640e-03,-7.779565639790000063e-03,5.667862482369999920e-03,1.000000000000000000e+00
2.600358549999999824e-01,-2.486636782750000219e+00,7.001954837200000115e-02,-9.464349889750000244e+00,1.094233803449999945e-02,-1.384886447340000042e-02,2.166862413290000094e-02,1.000000000000000000e+00
2.652651639999999977e-01,-2.422890579020000157e+00,3.427238840570000222e-02,-9.480181665130000823e+00,-1.076729316260000013e-02,-2.072894247250000026e-03,-5.522276274859999785e-03,1.000000000000000000e+00
