t,ax,ay,az,wx,wy,wz,zv
4.995720000000000369e-03,-2.673770296690000325e+00,4.830864086359999976e-01,-9.403542077560000934e+00,-1.113300397990000037e-02,7.786189671610000687e-04,1.317881606520000110e-02,1.000000000000000000e+00
1.002095000000000069e-02,-2.625921334799999673e+00,4.755791748109999828e-01,-9.437515658829999765e+00,-9.900137782100000908e-03,6.817555055020001024e-03,8.860882371660000131e-03,1.000000000000000000e+00
1.505477499999999941e-02,-2.651829098509999927e+00,4.766011382700000021e-01,-9.463312363389999149e+00,8.301500231030000537e-03,7.072470150890000119e-03,9.794777259229999616e-03,1.000000000000000000e+00
1.994711799999999979e-02,-2.586154264819999771e+00,4.492026610710000423e-01,-9.453414654230000380e+00,-8.916219696399999700e-03,6.128743290900000133e-03,-4.668131470680000894e-03,1.000000000000000000e+00
2.486516500000000157e-02,-2.657288532959999561e+00,4.685007973899999456e-01,-9.434795293960000606e+00,-9.487254545090001434e-03,2.590568969030000029e-03,2.071459777650000271e-03,1.000000000000000000e+00
3.002043199999999967e-02,-2.604427295870000325e+00,4.697415912309999553e-01,-9.411011682789999000e+00,1.576871494759999985e-03,-5.621021613479999790e-03,3.864805214109999932e-03,1.000000000000000000e+00
3.499798500000000229e-02,-2.634896668409999698e+00,4.647746895390000299e-01,-9.451572825760001351e+00,-1.577008143069999827e-02,6.995749659840000238e-03,9.632420260459999967e-04,1.000000000000000000e+00
3.998330600000000318e-02,-2.669955999099999921e+00,4.506545038470000097e-01,-9.436940489299999513e+00,-2.817015862090000485e-03,1.177417347209999948e-03,1.218263432379999844e-02,1.000000000000000000e+00
4.498568299999999853e-02,-2.605370714199999771e+00,4.658264270809999719e-01,-9.466001164079999697e+00,-4.442513920370000195e-03,-5.587729625399999629e-03,-3.954324871300000412e-03,1.000000000000000000e+00
4.987339300000000197e-02,-2.648615689429999698e+00,4.826175124819999662e-01,-9.448339835189999647e+00,-8.409556932749999089e-03,-8.422276005149999592e-03,3.951130434869999999e-03,1.000000000000000000e+00
5.488248099999999685e-02,-2.615641348320000059e+00,4.923033689879999786e-01,-9.407187156070000000e+00,-9.266148321330000895e-03,1.143179647620000232e-02,4.333139397200000062e-03,1.000000000000000000e+00
6.002222499999999850e-02,-2.636405027149999913e+00,4.721725447049999747e-01,-9.406368240900000899e+00,4.852441605180000603e-03,-1.459773397070000074e-03,3.545869607480000001e-03,1.000000000000000000e+00
6.501154300000000497e-02,-2.630066764039999949e+00,4.752582722929999948e-01,-9.458673013150001196e+00,-5.863354541360000539e-03,6.962957791979999464e-03,3.748883027579999645e-03,1.000000000000000000e+00
7.002986299999999775e-02,-2.598578862100000109e+00,5.062497324820000033e-01,-9.439434644200000335e+00,-6.514368578789999850e-03,-5.787692032749999424e-03,2.210522070530000164e-03,1.000000000000000000e+00
7.483466699999999361e-02,-2.611946293199999936e+00,4.920012442360000571e-01,-9.448065109899999925e+00,-7.623237092049999289e-03,3.455382073300000082e-03,-6.672829855230000447e-03,1.000000000000000000e+00
8.001912999999999387e-02,-2.649220669580000020e+00,5.054571573330000067e-01,-9.407434993349999885e+00,-5.748549010600000194e-04,4.731644876300000573e-03,5.664422642439999539e-04,1.000000000000000000e+00
8.501179400000000164e-02,-2.622990542040000150e+00,4.958263554819999364e-01,-9.417148578110001722e+00,-8.517480455340000964e-03,1.004301849750000031e-02,-1.390474964859999890e-03,1.000000000000000000e+00
8.983447699999999592e-02,-2.643229320210000122e+00,4.684051184629999809e-01,-9.429711122560000547e+00,-8.026882074770000028e-03,3.348838305100000200e-03,6.272653117780000159e-04,1.000000000000000000e+00
9.501999399999999651e-02,-2.646101076259999907e+00,4.660582630760000122e-01,-9.425030855790000217e+00,9.102549403910000642e-03,1.916769705709999924e-02,5.320449825380000122e-03,1.000000000000000000e+00
9.982390100000000654e-02,-2.667614696669999841e+00,5.031325503100000374e-01,-9.401457087979999017e+00,-1.224235282279999889e-03,3.149147378280000350e-03,2.132016792890000303e-02,1.000000000000000000e+00
1.048819520000000005e-01,-2.559382577750000110e+00,4.563146119679999946e-01,-9.435617131739999053e+00,6.593178026379999633e-03,5.799738690260000662e-03,1.222350634630000113e-03,1.000000000000000000e+00
1.099527950000000059e-01,-2.623147193909999508e+00,4.886662180620000018e-01,-9.422888583069999768e+00,9.281661361459999163e-03,8.135576732459999169e-03,-4.381150007249999534e-03,1.000000000000000000e+00
1.149659320000000068e-01,-2.651196061309999852e+00,4.764901521760000480e-01,-9.450581476629999145e+00,-2.543497364969999567e-03,1.663867756720000327e-02,1.027902588250000082e-02,1.000000000000000000e+00
1.199029070000000030e-01,-2.627343768819999870e+00,4.862383698610000526e-01,-9.426588606630000200e+00,-1.137399114670000107e-02,5.809062160549999763e-03,9.229503571989998781e-03,1.000000000000000000e+00
1.248611280000000018e-01,-2.638149824990000170e+00,4.824870910360000154e-01,-9.450243622980000424e+00,-3.132824786009999907e-04,6.393495015800000104e-03,1.057579182090000007e-02,1.000000000000000000e+00
1.300244319999999953e-01,-2.596496210609999800e+00,4.443552941049999649e-01,-9.456089426400000164e+00,-1.716379821300000053e-02,-1.077605411410000177e-03,-6.588621996339999454e-03,1.000000000000000000e+00
1.350202319999999900e-01,-2.633971662520000034e+00,4.646512823550000282e-01,-9.448964689089999425e+00,-1.402977295220000052e-02,3.072861814869999684e-03,-6.622937042269999748e-03,1.000000000000000000e+00
1.399718140000000000e-01,-2.594199331840000067e+00,5.122881723959999967e-01,-9.429888817220000163e+00,-1.628240570429999876e-04,6.985843647270000446e-04,-1.187498681249999841e-02,1.000000000000000000e+00
1.450228440000000119e-01,-2.672245863600000160e+00,4.658658457760000426e-01,-9.451011100219998795e+00,-7.720529567449999596e-03,-7.478454150260000453e-03,1.512353308499999986e-03,1.000000000000000000e+00
1.500140050000000058e-01,-2.615686941029999879e+00,4.684037302240000034e-01,-9.419729242249999857e+00,3.027356695380000254e-03,-3.119886852800000422e-03,1.988731790329999888e-03,1.000000000000000000e+00
1.550215520000000069e-01,-2.626863876339999848e+00,4.680082646329999929e-01,-9.472883324810000616e+00,1.928921905349999938e-03,1.918693631890000181e-02,-1.062506926250000048e-03,1.000000000000000000e+00
1.600191230000000131e-01,-2.666287539719999877e+00,4.765522576269999866e-01,-9.454566746880001205e+00,3.036999143659999990e-03,8.805461227889999076e-03,7.540908176449999389e-03,1.000000000000000000e+00
1.648465919999999862e-01,-2.599061677179999919e+00,4.860275401220000013e-01,-9.448250987859999839e+00,-1.263933349399999975e-02,5.742029752580000111e-04,-4.624912980939999488e-03,1.000000000000000000e+00
1.699762049999999913e-01,-2.599586285580000045e+00,4.764742604869999787e-01,-9.446245493260001069e+00,-9.758439846340000515e-03,6.160396151239999965e-03,-8.668366819620000607e-03,1.000000000000000000e+00
1.749110650000000045e-01,-2.636444190119999753e+00,5.025858396800000349e-01,-9.457990291589998932e+00,-6.060160230850000773e-04,3.498147940260000130e-03,-4.316559061409999351e-04,1.000000000000000000e+00
1.800074620000000070e-01,-2.622539875669999798e+00,4.872546342310000167e-01,-9.442399923740000034e+00,7.781844120469999862e-03,3.086451673880000017e-03,1.222173683349999859e-03,1.000000000000000000e+00
1.850104079999999873e-01,-2.630443780659999842e+00,4.920141037179999732e-01,-9.449105558860001253e+00,3.535370342429999639e-03,3.075783373789999723e-03,-1.605485682379999973e-03,1.000000000000000000e+00
1.898120189999999985e-01,-2.657431156299999930e+00,4.516230566189999851e-01,-9.445111520790000270e+00,1.959756482389999905e-03,-1.103388797490000017e-02,7.170241791750000572e-03,1.000000000000000000e+00
1.949742550000000130e-01,-2.637391700099999792e+00,5.027108177669999955e-01,-9.438096089069999195e+00,1.252121943980000034e-02,7.481924258170000175e-03,2.263392508030000194e-02,1.000000000000000000e+00
1.998467710000000064e-01,-2.606978733920000124e+00,4.816326296310000088e-01,-9.414256363799999860e+00,-3.157469909640000030e-03,-3.136199433360000333e-03,4.755986854430000951e-03,1.000000000000000000e+00
2.050036919999999874e-01,-2.599469965719999998e+00,4.848714654219999920e-01,-9.442416290360000630e+00,3.011324908579999984e-03,7.506695576010000842e-03,-4.762017633770000355e-03,1.000000000000000000e+00
2.100217869999999876e-01,-2.634081260379999900e+00,4.779100289109999844e-01,-9.432121106310001224e+00,2.255492657419999949e-02,-6.606705021110000076e-03,-8.877910673620001067e-03,1.000000000000000000e+00
2.149916329999999876e-01,-2.645353180499999901e+00,4.574295509399999848e-01,-9.452907289229999677e+00,-1.823108643289999978e-03,6.658020429309999613e-03,4.147308412939999626e-03,1.000000000000000000e+00
2.198641060000000036e-01,-2.600858497469999975e+00,4.874381010389999824e-01,-9.427631978200000873e+00,1.140425330959999890e-03,-2.689675660800000100e-03,-1.316143013540000024e-02,1.000000000000000000e+00
2.249163409999999919e-01,-2.631961491740000270e+00,4.871995795759999637e-01,-9.438360877490000078e+00,-6.574100349100000032e-03,-2.172573655840000229e-02,6.114395800980000108e-03,1.000000000000000000e+00
2.297778669999999968e-01,-2.633168237190000038e+00,4.706000346909999799e-01,-9.442306984760000077e+00,1.018885616209999970e-02,-9.648958221079999590e-04,1.366114988920000099e-02,1.000000000000000000e+00
2.348606679999999947e-01,-2.581438634469999993e+00,4.743891247759999819e-01,-9.417249700399999313e+00,-5.499633494760000629e-03,1.192573364819999975e-02,-5.710866302249999540e-03,1.000000000000000000e+00
2.399648560000000042e-01,-2.579842012929999928e+00,4.881378102739999947e-01,-9.461452999260000496e+00,3.257264848800000070e-03,-1.290135830640000078e-02,-5.715112667529999649e-03,1.000000000000000000e+00
2.450045479999999887e-01,-2.663659529300000273e+00,4.981153797349999746e-01,-9.435715915939999476e+00,8.356592152269999487e-04,1.128577534110000204e-02,2.972440328449999641e-03,1.000000000000000000e+00
2.498697880000000093e-01,-2.634065478290000151e+00,5.160968074319999266e-01,-9.412484093430000698e+00,1.609335094689999870e-02,8.924746885899999954e-03,5.293203052130000634e-03,1.000000000000000000e+00
2.548293569999999786e-01,-2.604121298659999972e+00,4.633427935719999780e-01,-9.458777642570000310e+00,8.223803713919999522e-03,1.352153718470000023e-02,-5.102425348010000000e-03,1.000000000000000000e+00
2.598367939999999821e-01,-2.641978735629999964e+00,5.052350024820000396e-01,-9.433663075060000125e+00,1.482634898279999898e-02,-5.040289834140000008e-03,-2.528727753090000228e-03,1.000000000000000000e+00
2.648255709999999818e-01,-2.641903624570000275e+00,4.862018737749999597e-01,-9.442467728280000472e+00,5.110845901070000009e-03,1.978296227749999983e-02,-1.052930764849999840e-02,1.000000000000000000e+00
2.698262690000000075e-01,-2.650838918429999858e+00,4.813930487210000275e-01,-9.435022672980000635e+00,-4.702683538199999361e-03,1.991383032869999906e-03,2.464502118529999976e-03,1.000000000000000000e+00
2.747594110000000089e-01,-2.625848269559999615e+00,4.836363341359999901e-01,-9.447212876980000118e+00,6.574882660059999488e-03,-1.034599635749999975e-02,6.988694425670000272e-03,1.000000000000000000e+00
2.798011169999999881e-01,-2.545899703579999951e+00,4.822349063729999830e-01,-9.454389636749999326e+00,5.306428298349999406e-03,3.565852297469999585e-03,-7.919810712340000572e-03,1.000000000000000000e+00
2.848004399999999880e-01,-2.655109143100000235e+00,4.621856228939999478e-01,-9.458523960069999958e+00,6.190048996359998924e-03,-3.884745296090000386e-03,3.399660810830000025e-03,1.000000000000000000e+00
2.898035409999999978e-01,-2.670539936459999986e+00,4.730325225349999996e-01,-9.451943997160000777e+00,1.175349857659999976e-02,6.331537850199999741e-03,1.048613712189999832e-02,1.000000000000000000e+00
2.950008920000000145e-01,-2.633407014379999911e+00,4.813976518309999730e-01,-9.439445165589999576e+00,1.377814915029999983e-02,-1.387034775690000176e-03,8.486054837699999465e-03,1.000000000000000000e+00
2.998582819999999760e-01,-2.626675075770000145e+00,4.790064458459999952e-01,-9.451780331030001037e+00,1.299078017470000138e-02,3.885216778139999848e-03,-1.040417328479999876e-02,1.000000000000000000e+00
3.049995010000000062e-01,-2.634887023800000172e+00,5.029527002310000272e-01,-9.415083462269999259e+00,1.782342791559999792e-02,2.698515774680000125e-03,-2.287160372359999926e-03,1.000000000000000000e+00
3.100140869999999937e-01,-2.668719735299999840e+00,4.993310026030000071e-01,-9.436637706960000926e+00,8.441632613539999316e-03,-7.091113366189999781e-03,4.107641056179999438e-03,1.000000000000000000e+00
3.148851550000000277e-01,-2.629668120109999840e+00,4.861433850540000101e-01,-9.450712994059999872e+00,-1.817214768379999974e-03,-8.607281371949999926e-03,-1.197658479210000036e-02,1.000000000000000000e+00
3.199851089999999898e-01,-2.688865574489999855e+00,4.865045099840000220e-01,-9.413420497500000650e+00,6.310958415270000871e-03,-7.533011957999999689e-03,-3.313862718640000257e-03,1.000000000000000000e+00
3.248844229999999778e-01,-2.670823137319999763e+00,5.187023868199999166e-01,-9.399631626119999694e+00,1.553293038160000021e-02,7.233505602930000297e-04,1.315041445199999996e-03,1.000000000000000000e+00
3.298324870000000075e-01,-2.620887724540000185e+00,4.765854657769999503e-01,-9.439828027429999935e+00,8.501954376700000121e-03,4.267609678210000645e-03,2.124030143020000198e-04,1.000000000000000000e+00
3.350384330000000244e-01,-2.656244576870000262e+00,4.814675752619999582e-01,-9.437798567430000674e+00,-1.304666325449999921e-02,1.330351270740000140e-02,1.928435172890000104e-03,1.000000000000000000e+00
3.399205530000000142e-01,-2.637232710149999715e+00,5.065331890659999781e-01,-9.420586735869999728e+00,1.109348726460000030e-03,-3.675223328169999887e-03,2.721779514099999676e-03,1.000000000000000000e+00
3.450455740000000215e-01,-2.589868901420000036e+00,4.753513939370000441e-01,-9.439044183580000080e+00,-7.672514766449998807e-04,9.193316102030000755e-03,-6.884575355800000122e-03,1.000000000000000000e+00
3.498533750000000220e-01,-2.629781225099999897e+00,4.933902509089999611e-01,-9.413147525780001246e+00,2.141020260750000140e-03,1.897366484630000133e-03,7.704001385720000462e-03,1.000000000000000000e+00
3.548529599999999951e-01,-2.584357736790000359e+00,4.764764889769999567e-01,-9.435084632300000607e+00,1.350799482320000182e-02,3.331299172709999753e-03,9.334264323120001344e-03,1.000000000000000000e+00
3.598918449999999880e-01,-2.623559281839999979e+00,4.814859146369999676e-01,-9.428744323360000124e+00,7.087823469189999392e-03,7.063219323749999820e-03,2.939428202810000137e-03,1.000000000000000000e+00
3.650369399999999764e-01,-2.638316413730000143e+00,4.719269359139999787e-01,-9.432354330549999943e+00,2.701378427449999814e-03,1.390525698659999913e-02,5.816094111649999093e-03,1.000000000000000000e+00
3.700359959999999782e-01,-2.652056185270000199e+00,4.662189335299999904e-01,-9.408207731290000098e+00,5.958215799180000168e-03,-2.577315550300000174e-03,1.141378842290000084e-02,1.000000000000000000e+00
