t,ax,ay,az,wx,wy,wz,zv
5.041025000000000193e-03,-2.578435945520000327e+00,5.350539848249999952e-01,-9.444261041439999005e+00,2.174834720789999790e-03,3.702342743050000395e-03,-1.079641096290000039e-02,1.000000000000000000e+00
1.015787100000000061e-02,-2.619078629300000127e+00,5.208655927359999716e-01,-9.424571421589998721e+00,-7.779928855600000762e-03,-1.664249598979999911e-02,-3.087872173639999700e-03,1.000000000000000000e+00
1.521632799999999945e-02,-2.629714005079999861e+00,5.125025092670000282e-01,-9.434824520050000274e+00,8.916422724719999526e-03,-1.092809811229999810e-02,2.637978177520000026e-03,1.000000000000000000e+00
2.021012800000000081e-02,-2.627859317119999982e+00,5.376572626590000459e-01,-9.415826974119999804e+00,-1.261348370460000159e-02,-1.820935122670000114e-02,5.824411753569999628e-03,1.000000000000000000e+00
2.510321100000000027e-02,-2.616096106350000117e+00,5.078758358470000234e-01,-9.422650682660000498e+00,3.970928955819999842e-03,1.695879967880000285e-03,9.262489620599998743e-04,1.000000000000000000e+00
3.023437600000000031e-02,-2.629306301059999740e+00,4.707372146720000261e-01,-9.454501864950000112e+00,-1.018728874620000203e-02,-4.104335326700000140e-03,1.192537136380000199e-03,1.000000000000000000e+00
3.518061299999999947e-02,-2.577259302959999943e+00,5.079205152390000588e-01,-9.401139108069999750e+00,3.997080493719999857e-03,-7.802082225680000843e-03,-3.345042467120000126e-03,1.000000000000000000e+00
4.009292700000000043e-02,-2.601525144690000069e+00,4.805303309449999727e-01,-9.413456737860000700e+00,-4.874796140939999939e-03,-1.324820704760000176e-02,-6.123246625069998957e-03,1.000000000000000000e+00
4.523431099999999927e-02,-2.618119721140000244e+00,5.230470649610000633e-01,-9.443918511610000621e+00,-1.320363674310000117e-02,-1.924002775920000087e-03,5.356077570470000118e-03,1.000000000000000000e+00
5.023111799999999821e-02,-2.627509188509999927e+00,5.007467511519999581e-01,-9.420314933189999351e+00,-9.556996636090000011e-03,-3.340219380329999873e-03,8.051952347159999773e-03,1.000000000000000000e+00
5.518138000000000210e-02,-2.629762228130000157e+00,5.019177676930000054e-01,-9.429377360560001975e+00,-6.573253311219999680e-03,-2.076174691319999932e-02,3.354611806569999990e-03,1.000000000000000000e+00
6.008734799999999876e-02,-2.591963827879999904e+00,4.791954656119999933e-01,-9.431269457919999155e+00,-7.679388858379999558e-03,-3.025367390359999693e-03,-5.555579438810000215e-03,1.000000000000000000e+00
6.512195199999999684e-02,-2.637548059699999836e+00,4.910991442970000231e-01,-9.434625198089998221e+00,-5.330041982229999364e-03,2.010945975779999950e-02,3.381091170010000566e-03,1.000000000000000000e+00
7.009152100000000385e-02,-2.627314542720000201e+00,5.161243895579999963e-01,-9.426641798119998583e+00,-7.728452328590000066e-03,-1.927139423790000250e-02,1.036793924870000119e-02,1.000000000000000000e+00
7.512174600000000313e-02,-2.608551097799999940e+00,5.518226026660000283e-01,-9.426775653630000917e+00,9.888100437819999367e-03,-1.247971877460000122e-02,5.638952832669999818e-03,1.000000000000000000e+00
8.003909600000000402e-02,-2.595429750420000126e+00,5.373373830550000063e-01,-9.443888701000000552e+00,-7.146776188159999384e-03,6.938299629840000236e-04,3.227011300619999929e-03,1.000000000000000000e+00
8.507214999999999916e-02,-2.594384917540000224e+00,5.352029283100000479e-01,-9.414155826040000008e+00,1.924670184960000077e-03,7.714495062829999916e-03,2.137633971869999736e-03,1.000000000000000000e+00
9.021575499999999470e-02,-2.630800631270000078e+00,5.278927514269999843e-01,-9.446626017010000709e+00,-1.143807079639999960e-02,2.996767638249999734e-03,4.257200751450000362e-03,1.000000000000000000e+00
9.505040300000000553e-02,-2.611492119690000280e+00,5.399258651780000084e-01,-9.425596672979999369e+00,-1.498150173570000129e-03,-1.492511248220000078e-03,2.761361189190000408e-03,1.000000000000000000e+00
1.000870789999999955e-01,-2.645598971949999711e+00,5.141894029079999706e-01,-9.393162137850000093e+00,3.872573841360000147e-03,6.802589632569999798e-04,-2.862186171109999937e-03,1.000000000000000000e+00
1.052146780000000059e-01,-2.656513456939999962e+00,5.149694839019999248e-01,-9.428599361930000811e+00,-7.819248363380000566e-03,-1.694150269029999999e-04,1.167730800809999893e-02,1.000000000000000000e+00
1.101104299999999953e-01,-2.572897308359999968e+00,5.194940121219999707e-01,-9.447120522529999675e+00,3.350670915100000154e-03,1.043519377709999953e-02,-6.033672951160000061e-03,1.000000000000000000e+00
1.152510119999999999e-01,-2.581841954570000208e+00,5.110517624689999705e-01,-9.454631628810000521e+00,-4.423792939629999851e-03,-5.133156664670000292e-03,-1.194436475630000077e-02,1.000000000000000000e+00
1.200833629999999985e-01,-2.629772165009999885e+00,4.968639183690000127e-01,-9.446772147480000825e+00,-1.091137342150000009e-02,-3.227191045880000017e-04,-3.894268535079999614e-03,1.000000000000000000e+00
1.251146750000000085e-01,-2.596485981479999872e+00,5.410124913710000483e-01,-9.427077266930000476e+00,4.620224237439999986e-03,-3.463983535769999886e-03,-8.153998292980000479e-03,1.000000000000000000e+00
1.300395940000000083e-01,-2.618480371140000429e+00,4.921813135109999737e-01,-9.437600999029999826e+00,-3.608589177019999833e-04,5.112370476130000639e-03,-5.276259966189999692e-03,1.000000000000000000e+00
1.350703420000000099e-01,-2.602612063140000043e+00,5.064601603630000115e-01,-9.435429500210000597e+00,-2.983426209539999895e-03,1.792001305149999984e-03,-8.538722991939999216e-03,1.000000000000000000e+00
1.400372079999999964e-01,-2.651927882709999906e+00,5.052204259670000086e-01,-9.444718722080001072e+00,-1.476965611799999989e-03,1.166326692329999835e-03,9.050002321599999802e-03,1.000000000000000000e+00
1.451130509999999929e-01,-2.615732825999999900e+00,5.004928859889999915e-01,-9.442226905269999193e+00,-2.583310473709999732e-03,-5.084680393340000604e-03,6.928639952090000914e-03,1.000000000000000000e+00
